dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
0197,Umbreon,2,1,Moonlight Pokémon,1.0,27.0,35,Noctali,Umbreon,Nachtara,Umbreon,True,12.5,87.5,True,45,Medium Fast,Black,35,95,65,110,60,130,65,184,Field,,Dark,,0,0,0,0,2,0,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby.",Synchronize,,Inner Focus,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Umbreon_(Pok%C3%A9mon)
0198,Murkrow,2,1,Darkness Pokémon,0.5,2.1,20,Cornèbre,Murkrow,Kramurx,Murkrow,True,50,50,True,30,Medium Slow,Black,35,60,85,42,85,42,91,81,Flying,,Dark,Flying,0,0,0,0,0,1,"If spotted, it will lure an unwary person into chasing it, then lose the pursuer on mountain trails.",Insomnia,Super Luck,Prankster,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Murkrow_(Pok%C3%A9mon)
0199,Slowking,2,2,Royal Pokémon,2.0,79.5,20,Roigada,Slowking,Laschoking,Slowking,True,50,50,True,70,Medium Fast,Pink,70,95,75,80,100,110,30,172,Monster,Water 1,Water,Psychic,0,0,0,0,2,0,"It has incredible intellect and intuition. Whatever the situation, it remains calm and collected.",Oblivious,Own Tempo,Regenerator,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon)
0200,Misdreavus,2,1,Screech Pokémon,0.7,1.0,25,Feuforêve,Misdreavus,Traunfugil,Misdreavus,True,50,50,True,45,Fast,Gray,35,60,60,60,85,85,85,87,Amorphous,,Ghost,,0,0,0,0,1,0,"It loves to bite and yank people's hair from behind without warning, just to see their shocked reactions.",Levitate,,,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon)
0201,Unown,2,1,Symbol Pokémon,0.5,5.0,40,Zarbi,Unown,Icognito,Unown,False,0,0,False,225,Medium Fast,Black,70,48,72,48,72,48,48,118,No Eggs Discovered,,Psychic,,0,1,0,1,0,0,,Levitate,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon)
0202,Wobbuffet,2,1,Patient Pokémon,1.3,28.5,20,Qulbutoké,Wobbuffet,Woingenau,Wobbuffet,True,50,50,True,45,Medium Fast,Blue,70,190,33,58,33,58,33,142,Amorphous,,Psychic,,2,0,0,0,0,0,,Shadow Tag,,Telepathy,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon)
0203,Girafarig,2,1,Long Neck Pokémon,1.5,41.5,20,Girafarig,Girafarig,Girafarig,Girafarig,True,50,50,True,60,Medium Fast,Yellow,70,70,80,65,90,65,85,159,Field,,Normal,Psychic,0,0,0,2,0,0,Girafarig’s tail has a small head. It instinctively bites at any foe that approaches the Pokémon from behind.,Inner Focus,Early Bird,Sap Sipper,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon)
0204,Pineco,2,1,Bagworm Pokémon,0.6,7.2,20,Pomdepik,Pineco,Tannza,Pineco,True,50,50,True,190,Medium Fast,Gray,70,50,65,90,35,35,15,58,Bug,,Bug,,0,0,1,0,0,0,It spits out a fluid that it uses to glue tree bark to its body. The fluid hardens when it touches air.,Sturdy,,Overcoat,False,False,True,basic,31,https://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon)
0205,Forretress,2,1,Bagworm Pokémon,1.2,125.8,20,Foretress,Forretress,Forstellka,Forretress,True,50,50,True,75,Medium Fast,Purple,70,75,90,140,60,60,40,163,Bug,,Bug,Steel,0,0,2,0,0,0,Its entire body is shielded by a steel-hard shell. What lurks inside this shell is a total mystery.,Sturdy,,Overcoat,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon)
0206,Dunsparce,2,1,Land Snake Pokémon,1.5,14.0,20,Insolourdo,Dunsparce,Dummisel,Dunsparce,True,50,50,True,190,Medium Fast,Yellow,70,100,70,70,65,65,45,145,Field,,Normal,,1,0,0,0,0,0,"If spotted, it escapes by burrowing with its tail. It can float just slightly using its wings.",Serene Grace,Run Away,Rattled,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon)
0207,Gligar,2,1,Fly Scorpion Pokémon,1.1,64.8,20,Scorplane,Gligar,Skorgla,Gligar,True,50,50,True,60,Medium Slow,Purple,70,65,75,105,35,65,85,86,Bug,,Ground,Flying,0,0,1,0,0,0,"It glides as if sliding. It startles foes by clamping on to their faces, then jabs with its poison stinger.",Hyper Cutter,Sand Veil,Immunity,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon)
0208,Steelix,2,1,Iron Snake Pokémon,9.2,400.0,25,Steelix,Steelix,Stahlos,Steelix,True,50,50,True,25,Medium Fast,Gray,70,75,85,200,55,65,30,179,Mineral,,Steel,Ground,0,0,2,0,0,0,,Rock Head,Sturdy,Sheer Force,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon)
0209,Snubbull,2,1,Fairy Pokémon,0.6,7.8,20,Snubbull,Snubbull,Snubbull,Snubbull,True,75,25,True,190,Fast,Pink,70,60,80,50,40,40,30,60,Field,Fairy,Fairy,,0,1,0,0,0,0,Its growls make its opponents uneasy. This laid-back Pokémon tends to sleep half the day.,Intimidate,Run Away,Rattled,False,False,True,basic,23,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon)
0210,Granbull,2,1,Fairy Pokémon,1.4,48.7,20,Granbull,Granbull,Granbull,Granbull,True,75,25,True,75,Fast,Purple,70,90,120,75,60,60,45,158,Field,Fairy,Fairy,,0,2,0,0,0,0,It can make most any Pokémon run away by opening its big mouth to reveal its thick fangs.,Intimidate,Quick Feet,Rattled,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon)
0211,Qwilfish,2,2,Balloon Pokémon,0.5,3.9,20,Qwilfish,Qwilfish,Baldorfish,Qwilfish,True,50,50,True,45,Medium Fast,Gray,70,65,95,75,55,55,85,88,Water 2,,Water,Poison,0,1,0,0,0,0,Experienced fishers say they try to catch Qwilfish in the brief moment that these Pokémon become defenseless just after launching poisonous spikes.,Poison Point,Swift Swim,Intimidate,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon)
0212,Scizor,2,1,Pincer Pokémon,1.8,118.0,25,Cizayox,Scizor,Scherox,Scizor,True,50,50,True,25,Medium Fast,Red,70,70,130,100,55,80,65,175,Bug,,Bug,Steel,0,2,0,0,0,0,It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,Swarm,Technician,Light Metal,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon)
0213,Shuckle,2,1,Mold Pokémon,0.6,20.5,20,Caratroc,Shuckle,Pottrott,Shuckle,True,50,50,True,190,Medium Slow,Yellow,70,20,10,230,10,230,5,177,Bug,,Bug,Rock,0,0,1,0,1,0,,Sturdy,Gluttony,Contrary,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon)
0214,Heracross,2,1,Single Horn Pokémon,1.5,54.0,25,Scarhino,Heracross,Skaraborn,Heracross,True,50,50,True,45,Slow,Blue,70,80,125,75,40,95,85,175,Bug,,Bug,Fighting,0,2,0,0,0,0,"With its herculean powers, it can easily throw around an object that is 100 times its own weight.",Swarm,Guts,Moxie,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon)
0215,Sneasel,2,2,Sharp Claw Pokémon,0.9,28.0,20,Farfuret,Sneasel,Sniebel,Sneasel,True,50,50,True,60,Medium Slow,Black,35,55,95,55,35,75,115,86,Field,,Dark,Ice,0,0,0,0,0,1,This is a smart and sneaky Pokémon. A pair may work together to steal eggs by having one lure the parents away.,Inner Focus,Keen Eye,Pickpocket,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon)
0216,Teddiursa,2,1,Little Bear Pokémon,0.6,8.8,20,Teddiursa,Teddiursa,Teddiursa,Teddiursa,True,50,50,True,120,Medium Fast,Brown,70,60,80,50,50,50,40,66,Field,,Normal,,0,1,0,0,0,0,"Its paws are soaked in oodles of honey. When nervous, Teddiursa will lick its paws and soon have a smile back on its face.",Pickup,Quick Feet,Honey Gather,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon)
0217,Ursaring,2,1,Hibernator Pokémon,1.8,125.8,20,Ursaring,Ursaring,Ursaring,Ursaring,True,50,50,True,60,Medium Fast,Brown,70,90,130,75,75,75,55,175,Field,,Normal,,0,2,0,0,0,0,"It is quite skilled at climbing trees. If it comes across aPrimeapewhile searching for berries in the treetops, trouble will surely ensue.",Guts,Quick Feet,Unnerve,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon)
0218,Slugma,2,1,Lava Pokémon,0.7,35.0,20,Limagma,Slugma,Schneckmag,Slugma,True,50,50,True,190,Medium Fast,Red,70,40,40,40,70,40,20,50,Amorphous,,Fire,,0,0,0,1,0,0,"It's said that in ancient times, when volcanoes were more active, there were many more Slugma than there are now.",Magma Armor,Flame Body,Weak Armor,False,False,True,basic,38,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon)
0219,Magcargo,2,1,Lava Pokémon,0.8,55.0,20,Volcaropod,Magcargo,Magcargo,Magcargo,True,50,50,True,75,Medium Fast,Red,70,50,50,120,80,80,30,151,Amorphous,,Fire,Rock,0,0,2,0,0,0,"According to folklore, a sudden increase in the wild Magcargo population heralds a volcanic eruption.",Magma Armor,Flame Body,Weak Armor,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon)
0220,Swinub,2,1,Pig Pokémon,0.4,6.5,20,Marcacrin,Swinub,Quiekel,Swinub,True,50,50,True,225,Slow,Brown,70,50,50,40,30,30,50,50,Field,,Ice,Ground,0,1,0,0,0,0,"It rubs its snout against the ground, digging through the soil as it searches for food. Sometimes it digs up hot springs.",Oblivious,Snow Cloak,Thick Fat,False,False,True,basic,33,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon)
0221,Piloswine,2,1,Swine Pokémon,1.1,55.8,20,Cochignon,Piloswine,Keifel,Piloswine,True,50,50,True,75,Slow,Brown,70,100,100,80,60,60,50,158,Field,,Ice,Ground,1,1,0,0,0,0,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",Oblivious,Snow Cloak,Thick Fat,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon)
0222,Corsola,2,2,Coral Pokémon,0.6,5.0,20,Corayon,Corsola,Corasonn,Corsola,True,75,25,True,60,Fast,Pink,70,55,55,85,65,85,35,144,Water 1,Water 3,Water,Rock,0,0,1,0,1,0,,Hustle,Natural Cure,Regenerator,False,False,False,basic,38,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon)
0223,Remoraid,2,1,Jet Pokémon,0.6,12.0,20,Rémoraid,Remoraid,Remoraid,Remoraid,True,50,50,True,190,Medium Fast,Gray,70,35,65,35,65,35,65,60,Water 1,Water 2,Water,,0,0,0,1,0,0,,Hustle,Sniper,Moody,False,False,True,basic,25,https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon)
0224,Octillery,2,1,Jet Pokémon,0.9,28.5,20,Octillery,Octillery,Octillery,Octillery,True,50,50,True,75,Medium Fast,Red,70,75,105,75,105,75,45,168,Water 1,Water 2,Water,,0,1,0,1,0,0,,Suction Cups,Sniper,Moody,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon)
0225,Delibird,2,1,Delivery Pokémon,0.9,16.0,20,Cadoizo,Delibird,Botogel,Delibird,True,50,50,True,45,Fast,Red,70,45,55,45,65,45,75,116,Water 1,Field,Ice,Flying,0,0,0,0,0,1,"It always carries its food with it, wherever it goes. If attacked, it throws its food at the opponent.",Vital Spirit,Hustle,Insomnia,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon)
0226,Mantine,2,1,Kite Pokémon,2.1,220.0,25,Démanta,Mantine,Mantax,Mantine,True,50,50,True,25,Slow,Purple,70,65,40,70,80,140,70,170,Water 1,,Water,Flying,0,0,0,0,2,0,,Swift Swim,Water Absorb,Water Veil,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon)
0227,Skarmory,2,1,Armor Bird Pokémon,1.7,50.5,25,Airmure,Skarmory,Panzaeron,Skarmory,True,50,50,True,25,Slow,Gray,70,65,80,140,40,70,70,163,Flying,,Steel,Flying,0,0,2,0,0,0,"Since the feathers that it sheds are thin and sharp, people apparently once used them as swords.",Keen Eye,Sturdy,Weak Armor,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon)
0228,Houndour,2,1,Dark Pokémon,0.6,10.8,20,Malosse,Houndour,Hunduster,Houndour,True,50,50,True,120,Slow,Black,35,45,60,30,80,50,65,66,Field,,Dark,Fire,0,0,0,1,0,0,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,Early Bird,Flash Fire,Unnerve,False,False,True,basic,24,https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon)
0229,Houndoom,2,1,Dark Pokémon,1.4,35.0,20,Démolosse,Houndoom,Hundemon,Houndoom,True,50,50,True,45,Slow,Black,35,75,90,50,110,80,95,175,Field,,Dark,Fire,0,0,0,2,0,0,"Upon hearing its eerie howls, other Pokémon get the shivers and head straight back to their nests.",Early Bird,Flash Fire,Unnerve,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon)
0230,Kingdra,2,1,Dragon Pokémon,1.8,152.0,20,Hyporoi,Kingdra,Seedraking,Kingdra,True,50,50,True,45,Medium Fast,Blue,70,75,95,95,95,95,85,243,Water 1,Dragon,Water,Dragon,0,1,0,1,1,0,This Pokémon is said to sleep at the bottom of the sea—deeper than any other life-form can descend—building its energy.,Swift Swim,Sniper,Damp,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon)
0231,Phanpy,2,1,Long Nose Pokémon,0.5,33.5,20,Phanpy,Phanpy,Phanpy,Phanpy,True,50,50,True,120,Medium Fast,Blue,70,90,60,60,40,40,40,66,Field,,Ground,,1,0,0,0,0,0,"It is far stronger than it appears. If a Phanpy is swinging its trunk around and your arm gets hit by it, your arm bone will shatter.",Pickup,,Sand Veil,False,False,True,basic,25,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
0232,Donphan,2,1,Armor Pokémon,1.1,120.0,20,Donphan,Donphan,Donphan,Donphan,True,50,50,True,60,Medium Fast,Gray,70,90,120,120,60,60,50,175,Field,,Ground,,0,1,1,0,0,0,"Donphan is normally a calm Pokémon, but once it is enraged, it will curl its body into a ball and charge at you while rolling.",Sturdy,,Sand Veil,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
0233,Porygon2,2,1,Virtual Pokémon,0.6,32.5,20,Porygon2,Porygon2,Porygon2,Porygon2,False,0,0,True,45,Medium Fast,Red,70,85,80,90,105,95,60,180,Mineral,,Normal,,0,0,0,2,0,0,"Porygon was upgraded to become capable of planetary development. However, this upgraded version cannot even fly yet.",Trace,Download,Analytic,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
0234,Stantler,2,1,Big Horn Pokémon,1.4,71.2,20,Cerfrousse,Stantler,Damhirplex,Stantler,True,50,50,True,45,Slow,Brown,70,73,95,62,85,65,85,163,Field,,Normal,,0,1,0,0,0,0,"It's said that this Pokémon used to be stronger long ago when it had many enemies, and that it was even able toevolveunder its own power.",Intimidate,Frisk,Sap Sipper,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
0235,Smeargle,2,1,Painter Pokémon,1.2,58.0,20,Queulorior,Smeargle,Farbeagle,Smeargle,True,50,50,True,45,Fast,White,70,55,20,35,20,45,75,88,Field,,Normal,,0,0,0,0,0,1,The color of the mysterious fluid secreted from the tip of the tail is predetermined for each Smeargle.,Own Tempo,Technician,Moody,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
0236,Tyrogue,2,1,Scuffle Pokémon,0.7,21.0,25,Debugant,Tyrogue,Rabauz,Tyrogue,True,0,100,True,75,Medium Fast,Purple,70,35,35,35,35,35,35,42,No Eggs Discovered,,Fighting,,0,1,0,0,0,0,Its intense desire to become stronger and stronger drives it to recklessly train its body and challenge any opponent it can find to battle.,Guts,Steadfast,Vital Spirit,False,False,True,basic,20,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
0237,Hitmontop,2,1,Handstand Pokémon,1.4,48.0,25,Kapoera,Hitmontop,Kapoera,Hitmontop,True,0,100,True,45,Medium Fast,Brown,70,50,95,95,35,110,70,159,Human-Like,,Fighting,,0,0,0,0,2,0,It spins on its horn while dealing out elegant kicks. Its horn grows continuously through its lifetime.,Intimidate,Technician,Steadfast,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
0238,Smoochum,2,1,Kiss Pokémon,0.4,6.0,25,Lippouti,Smoochum,Kussilla,Smoochum,True,100,0,True,45,Medium Fast,Pink,70,45,30,15,85,65,65,61,No Eggs Discovered,,Ice,Psychic,0,0,0,1,0,0,,Oblivious,Forewarn,Hydration,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
0239,Elekid,2,1,Electric Pokémon,0.6,23.5,25,Élekid,Elekid,Elekid,Elekid,True,25,75,True,45,Medium Fast,Yellow,70,45,63,37,65,55,95,72,No Eggs Discovered,,Electric,,0,0,0,0,0,1,"It rotates its arms to generate electricity, but it tires easily, so it only charges up a little bit.",Static,,Vital Spirit,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
0240,Magby,2,1,Live Coal Pokémon,0.7,21.4,25,Magby,Magby,Magby,Magby,True,25,75,True,45,Medium Fast,Red,70,45,75,37,70,55,83,73,No Eggs Discovered,,Fire,,0,0,0,0,0,1,"Magma-like blood circulates throughout this Pokémon’s body, raising its body temperature as high as1,100 degrees Fahrenheit.",Flame Body,,Vital Spirit,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
0241,Miltank,2,1,Milk Cow Pokémon,1.2,75.5,20,Écrémeuh,Miltank,Miltank,Miltank,True,100,0,True,45,Slow,Pink,70,95,80,105,40,70,100,172,Field,,Normal,,0,0,2,0,0,0,,Thick Fat,Scrappy,Sap Sipper,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
0242,Blissey,2,1,Happiness Pokémon,1.5,46.8,40,Leuphorie,Blissey,Heiteira,Blissey,True,100,0,True,30,Fast,Pink,140,255,10,10,75,135,55,608,Fairy,,Normal,,3,0,0,0,0,0,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.,Natural Cure,Serene Grace,Healer,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
0243,Raikou,2,1,Thunder Pokémon,1.9,178.0,80,Raikou,Raikou,Raikou,Raikou,False,0,0,False,3,Slow,Yellow,35,90,85,75,115,100,115,261,No Eggs Discovered,,Electric,,0,0,0,1,0,2,,Pressure,,Inner Focus,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
0244,Entei,2,1,Volcano Pokémon,2.1,198.0,80,Entei,Entei,Entei,Entei,False,0,0,False,3,Slow,Brown,35,115,115,85,90,75,100,261,No Eggs Discovered,,Fire,,1,2,0,0,0,0,,Pressure,,Inner Focus,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
0245,Suicune,2,1,Aurora Pokémon,2.0,187.0,80,Suicune,Suicune,Suicune,Suicune,False,0,0,False,3,Slow,Blue,35,100,75,115,90,115,85,261,No Eggs Discovered,,Water,,0,0,1,0,2,0,,Pressure,,Inner Focus,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
0246,Larvitar,2,1,Rock Skin Pokémon,0.6,72.0,40,Embrylex,Larvitar,Larvitar,Larvitar,True,50,50,True,45,Slow,Green,35,50,64,50,45,50,41,60,Monster,,Rock,Ground,0,1,0,0,0,0,It is born deep underground. It can't emerge until it has entirely consumed the soil around it.,Guts,,Sand Veil,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
0247,Pupitar,2,1,Hard Shell Pokémon,1.2,152.0,40,Ymphect,Pupitar,Pupitar,Pupitar,True,50,50,True,45,Slow,Gray,35,70,84,70,65,70,51,144,Monster,,Rock,Ground,0,2,0,0,0,0,"Its shell is as hard as bedrock, and it is also very strong. Its thrashing can topple a mountain.",Shed Skin,,,False,False,True,stage 1,55,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
0248,Tyranitar,2,1,Armor Pokémon,2.0,202.0,40,Tyranocif,Tyranitar,Despotar,Tyranitar,True,50,50,True,45,Slow,Green,35,100,134,110,95,100,61,270,Monster,,Rock,Dark,0,3,0,0,0,0,"In just one of its mighty hands, it has the power to make the ground shake and mountains crumble.",Sand Stream,,Unnerve,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
0249,Lugia,2,1,Diving Pokémon,5.2,216.0,120,Lugia,Lugia,Lugia,Lugia,False,0,0,False,3,Slow,White,0,106,90,130,90,154,110,306,No Eggs Discovered,,Psychic,Flying,0,0,0,0,3,0,,Pressure,,Multiscale,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
0250,Ho-Oh,2,1,Rainbow Pokémon,3.8,199.0,120,Ho-Oh,Ho-Oh,Ho-Oh,Ho-Oh,False,0,0,False,3,Slow,Red,0,106,130,90,110,154,90,306,No Eggs Discovered,,Fire,Flying,0,0,0,0,3,0,,Pressure,,Regenerator,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
0251,Celebi,2,1,Time Travel Pokémon,0.6,5.0,120,Celebi,Celebi,Celebi,Celebi,False,0,0,False,45,Medium Slow,Green,100,100,100,100,100,100,100,270,No Eggs Discovered,,Psychic,Grass,3,0,0,0,0,0,,Natural Cure,,,False,True,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
0252,Treecko,3,1,Wood Gecko Pokémon,0.5,5.0,20,Arcko,Treecko,Geckarbor,Treecko,True,12.5,87.5,True,45,Medium Slow,Green,70,40,45,35,65,55,70,62,Monster,Dragon,Grass,,0,0,0,0,0,1,Treecko can quickly scale even vertical surfaces. It senses humidity with its tail to predict the next day’s weather.,Overgrow,,Unburden,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
0253,Grovyle,3,1,Wood Gecko Pokémon,0.9,21.6,20,Massko,Grovyle,Reptain,Grovyle,True,12.5,87.5,True,45,Medium Slow,Green,70,50,65,45,85,65,95,142,Monster,Dragon,Grass,,0,0,0,0,0,2,"Grovyle leaps from branch to branch in large trees, moving with ease. It propels itself with astounding speed and force.",Overgrow,,Unburden,False,False,True,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
0254,Sceptile,3,1,Forest Pokémon,1.7,52.2,20,Jungko,Sceptile,Gewaldro,Sceptile,True,12.5,87.5,True,45,Medium Slow,Green,70,70,85,65,105,85,120,239,Monster,Dragon,Grass,,0,0,0,0,0,3,The leaves on its arms are as sharp as swords. It agilely leaps about the branches of trees to strike its enemies.,Overgrow,,Unburden,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
0255,Torchic,3,1,Chick Pokémon,0.4,2.5,20,Poussifeu,Torchic,Flemmli,Torchic,True,12.5,87.5,True,45,Medium Slow,Red,70,45,60,40,70,50,45,62,Field,,Fire,,0,0,0,1,0,0,"In its belly, it has a sac filled with burning fire, meaning that Torchic feels as warm as a hot-water bottle if you hug it.",Blaze,,Speed Boost,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
